Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
09-12-2025;00:00:00;10-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;120,175;kVArh;Gevalideerd;
09-12-2025;00:00:00;10-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2248,400;kVArh;Gevalideerd;
10-12-2025;00:00:00;11-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2702,150;kWh;Gevalideerd;
10-12-2025;00:00:00;11-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;628,375;kWh;Gevalideerd;
10-12-2025;00:00:00;11-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;775,272;kVArh;Gevalideerd;
10-12-2025;00:00:00;11-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;116,325;kVArh;Gevalideerd;
10-12-2025;00:00:00;11-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2228,875;kVArh;Gevalideerd;
11-12-2025;00:00:00;12-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2358,400;kWh;Gevalideerd;
11-12-2025;00:00:00;12-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;664,125;kWh;Gevalideerd;
11-12-2025;00:00:00;12-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;709,847;kVArh;Gevalideerd;
11-12-2025;00:00:00;12-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;133,925;kVArh;Gevalideerd;
11-12-2025;00:00:00;12-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1988,525;kVArh;Gevalideerd;
12-12-2025;00:00:00;13-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;611,600;kWh;Gevalideerd;
12-12-2025;00:00:00;13-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;186,175;kWh;Gevalideerd;
12-12-2025;00:00:00;13-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;8,546;kVArh;Gevalideerd;
12-12-2025;00:00:00;13-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;161,975;kVArh;Gevalideerd;
12-12-2025;00:00:00;13-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2,475;kVArh;Gevalideerd;
13-12-2025;00:00:00;14-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
13-12-2025;00:00:00;14-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;599,500;kWh;Gevalideerd;
13-12-2025;00:00:00;14-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
13-12-2025;00:00:00;14-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;127,050;kVArh;Gevalideerd;
13-12-2025;00:00:00;14-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
14-12-2025;00:00:00;15-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
14-12-2025;00:00:00;15-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;677,325;kWh;Gevalideerd;
14-12-2025;00:00:00;15-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
14-12-2025;00:00:00;15-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;111,100;kVArh;Gevalideerd;
14-12-2025;00:00:00;15-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
15-12-2025;00:00:00;16-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;441,100;kWh;Gevalideerd;
15-12-2025;00:00:00;16-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;239,800;kWh;Gevalideerd;
15-12-2025;00:00:00;16-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;8,569;kVArh;Gevalideerd;
15-12-2025;00:00:00;16-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;144,375;kVArh;Gevalideerd;
15-12-2025;00:00:00;16-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;3,850;kVArh;Gevalideerd;
16-12-2025;00:00:00;17-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;392,700;kWh;Gevalideerd;
16-12-2025;00:00:00;17-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;179,025;kWh;Gevalideerd;
16-12-2025;00:00:00;17-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;46,484;kVArh;Gevalideerd;
16-12-2025;00:00:00;17-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;263,450;kVArh;Gevalideerd;
16-12-2025;00:00:00;17-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
17-12-2025;00:00:00;18-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;465,575;kWh;Gevalideerd;
17-12-2025;00:00:00;18-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;174,900;kWh;Gevalideerd;
17-12-2025;00:00:00;18-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;38,218;kVArh;Gevalideerd;
17-12-2025;00:00:00;18-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;263,725;kVArh;Gevalideerd;
17-12-2025;00:00:00;18-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
18-12-2025;00:00:00;19-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;542,025;kWh;Gevalideerd;
18-12-2025;00:00:00;19-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;181,500;kWh;Gevalideerd;
18-12-2025;00:00:00;19-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;6,495;kVArh;Gevalideerd;
18-12-2025;00:00:00;19-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;213,125;kVArh;Gevalideerd;
18-12-2025;00:00:00;19-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,825;kVArh;Gevalideerd;
19-12-2025;00:00:00;20-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;465,850;kWh;Gevalideerd;
19-12-2025;00:00:00;20-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;224,675;kWh;Gevalideerd;
19-12-2025;00:00:00;20-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;2,531;kVArh;Gevalideerd;
19-12-2025;00:00:00;20-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;187,275;kVArh;Gevalideerd;
19-12-2025;00:00:00;20-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1,925;kVArh;Gevalideerd;
20-12-2025;00:00:00;21-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
20-12-2025;00:00:00;21-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;472,450;kWh;Gevalideerd;
20-12-2025;00:00:00;21-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;14,228;kVArh;Gevalideerd;
20-12-2025;00:00:00;21-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;229,625;kVArh;Gevalideerd;
20-12-2025;00:00:00;21-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
21-12-2025;00:00:00;22-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
21-12-2025;00:00:00;22-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;430,650;kWh;Gevalideerd;
21-12-2025;00:00:00;22-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;29,652;kVArh;Gevalideerd;
21-12-2025;00:00:00;22-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;234,850;kVArh;Gevalideerd;
21-12-2025;00:00:00;22-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
22-12-2025;00:00:00;23-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;308,000;kWh;Gevalideerd;
22-12-2025;00:00:00;23-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;173,250;kWh;Gevalideerd;
22-12-2025;00:00:00;23-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;14,010;kVArh;Gevalideerd;
22-12-2025;00:00:00;23-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;232,925;kVArh;Gevalideerd;
22-12-2025;00:00:00;23-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
23-12-2025;00:00:00;24-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;293,700;kWh;Gevalideerd;
23-12-2025;00:00:00;24-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;183,150;kWh;Gevalideerd;
23-12-2025;00:00:00;24-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;19,863;kVArh;Gevalideerd;
23-12-2025;00:00:00;24-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;249,425;kVArh;Gevalideerd;
23-12-2025;00:00:00;24-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
24-12-2025;00:00:00;25-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;323,950;kWh;Gevalideerd;
24-12-2025;00:00:00;25-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;193,325;kWh;Gevalideerd;
24-12-2025;00:00:00;25-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;18,451;kVArh;Gevalideerd;
24-12-2025;00:00:00;25-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;265,925;kVArh;Gevalideerd;
24-12-2025;00:00:00;25-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
25-12-2025;00:00:00;26-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
25-12-2025;00:00:00;26-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;575,850;kWh;Gevalideerd;
25-12-2025;00:00:00;26-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;9,511;kVArh;Gevalideerd;
25-12-2025;00:00:00;26-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;278,300;kVArh;Gevalideerd;
25-12-2025;00:00:00;26-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
26-12-2025;00:00:00;27-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;337,425;kWh;Gevalideerd;
26-12-2025;00:00:00;27-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;217,525;kWh;Gevalideerd;
26-12-2025;00:00:00;27-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;10,195;kVArh;Gevalideerd;
26-12-2025;00:00:00;27-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;271,975;kVArh;Gevalideerd;
26-12-2025;00:00:00;27-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
27-12-2025;00:00:00;28-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
27-12-2025;00:00:00;28-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;529,375;kWh;Gevalideerd;
27-12-2025;00:00:00;28-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;11,902;kVArh;Gevalideerd;
27-12-2025;00:00:00;28-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;263,725;kVArh;Gevalideerd;
27-12-2025;00:00:00;28-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
28-12-2025;00:00:00;29-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
28-12-2025;00:00:00;29-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;482,350;kWh;Gevalideerd;
28-12-2025;00:00:00;29-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;15,867;kVArh;Gevalideerd;
28-12-2025;00:00:00;29-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;245,850;kVArh;Gevalideerd;
28-12-2025;00:00:00;29-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
29-12-2025;00:00:00;30-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;314,050;kWh;Gevalideerd;
29-12-2025;00:00:00;30-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;200,475;kWh;Gevalideerd;
29-12-2025;00:00:00;30-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;23,880;kVArh;Gevalideerd;
29-12-2025;00:00:00;30-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;264,000;kVArh;Gevalideerd;
29-12-2025;00:00:00;30-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
30-12-2025;00:00:00;31-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;289,575;kWh;Gevalideerd;
30-12-2025;00:00:00;31-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;183,150;kWh;Gevalideerd;
30-12-2025;00:00:00;31-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;33,000;kVArh;Gevalideerd;
30-12-2025;00:00:00;31-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;260,700;kVArh;Gevalideerd;
30-12-2025;00:00:00;31-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
31-12-2025;00:00:00;01-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;310,750;kWh;Gevalideerd;
31-12-2025;00:00:00;01-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;191,675;kWh;Gevalideerd;
31-12-2025;00:00:00;01-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;11,813;kVArh;Gevalideerd;
31-12-2025;00:00:00;01-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;248,600;kVArh;Gevalideerd;
31-12-2025;00:00:00;01-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-01-2026;00:00:00;02-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
01-01-2026;00:00:00;02-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;504,900;kWh;Gevalideerd;
01-01-2026;00:00:00;02-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;12,864;kVArh;Gevalideerd;
01-01-2026;00:00:00;02-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;253,000;kVArh;Gevalideerd;
01-01-2026;00:00:00;02-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-01-2026;00:00:00;03-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;311,300;kWh;Gevalideerd;
02-01-2026;00:00:00;03-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;191,125;kWh;Gevalideerd;
02-01-2026;00:00:00;03-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;12,833;kVArh;Gevalideerd;
02-01-2026;00:00:00;03-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;252,175;kVArh;Gevalideerd;
02-01-2026;00:00:00;03-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
03-01-2026;00:00:00;04-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
03-01-2026;00:00:00;04-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;528,000;kWh;Gevalideerd;
03-01-2026;00:00:00;04-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;9,547;kVArh;Gevalideerd;
03-01-2026;00:00:00;04-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;256,575;kVArh;Gevalideerd;
03-01-2026;00:00:00;04-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
04-01-2026;00:00:00;05-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
04-01-2026;00:00:00;05-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;526,350;kWh;Gevalideerd;
04-01-2026;00:00:00;05-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;10,325;kVArh;Gevalideerd;
04-01-2026;00:00:00;05-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;258,775;kVArh;Gevalideerd;
04-01-2026;00:00:00;05-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
05-01-2026;00:00:00;06-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;647,075;kWh;Gevalideerd;
05-01-2026;00:00:00;06-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;229,350;kWh;Gevalideerd;
05-01-2026;00:00:00;06-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1,935;kVArh;Gevalideerd;
05-01-2026;00:00:00;06-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;241,175;kVArh;Gevalideerd;
05-01-2026;00:00:00;06-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
06-01-2026;00:00:00;07-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1742,675;kWh;Gevalideerd;
06-01-2026;00:00:00;07-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;252,725;kWh;Gevalideerd;
06-01-2026;00:00:00;07-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;246,429;kVArh;Gevalideerd;
06-01-2026;00:00:00;07-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;155,925;kVArh;Gevalideerd;
06-01-2026;00:00:00;07-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;879,450;kVArh;Gevalideerd;
07-01-2026;00:00:00;08-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2509,375;kWh;Gevalideerd;
07-01-2026;00:00:00;08-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;659,450;kWh;Gevalideerd;
07-01-2026;00:00:00;08-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;561,075;kVArh;Gevalideerd;
07-01-2026;00:00:00;08-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;153,175;kVArh;Gevalideerd;
07-01-2026;00:00:00;08-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1881,825;kVArh;Gevalideerd;
08-01-2026;00:00:00;09-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3348,675;kWh;Gevalideerd;
08-01-2026;00:00:00;09-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;623,425;kWh;Gevalideerd;
08-01-2026;00:00:00;09-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;847,601;kVArh;Gevalideerd;
08-01-2026;00:00:00;09-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;77,550;kVArh;Gevalideerd;
08-01-2026;00:00:00;09-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2598,475;kVArh;Gevalideerd;
09-01-2026;00:00:00;10-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2082,025;kWh;Gevalideerd;
09-01-2026;00:00:00;10-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;767,525;kWh;Gevalideerd;
09-01-2026;00:00:00;10-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;402,867;kVArh;Gevalideerd;
09-01-2026;00:00:00;10-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;34,375;kVArh;Gevalideerd;
09-01-2026;00:00:00;10-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1476,750;kVArh;Gevalideerd;
10-01-2026;00:00:00;11-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
10-01-2026;00:00:00;11-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;1161,050;kWh;Gevalideerd;
10-01-2026;00:00:00;11-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
10-01-2026;00:00:00;11-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;26,125;kVArh;Gevalideerd;
10-01-2026;00:00:00;11-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;142,450;kVArh;Gevalideerd;
11-01-2026;00:00:00;12-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
11-01-2026;00:00:00;12-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;631,400;kWh;Gevalideerd;
11-01-2026;00:00:00;12-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;00:00:00;12-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;212,850;kVArh;Gevalideerd;
11-01-2026;00:00:00;12-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2,750;kVArh;Gevalideerd;
12-01-2026;00:00:00;13-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2823,150;kWh;Gevalideerd;
12-01-2026;00:00:00;13-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;615,450;kWh;Gevalideerd;
12-01-2026;00:00:00;13-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;661,788;kVArh;Gevalideerd;
12-01-2026;00:00:00;13-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;97,900;kVArh;Gevalideerd;
12-01-2026;00:00:00;13-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2109,250;kVArh;Gevalideerd;
13-01-2026;00:00:00;14-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3453,725;kWh;Gevalideerd;
13-01-2026;00:00:00;14-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;686,400;kWh;Gevalideerd;
13-01-2026;00:00:00;14-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;878,718;kVArh;Gevalideerd;
13-01-2026;00:00:00;14-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;79,200;kVArh;Gevalideerd;
13-01-2026;00:00:00;14-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2723,050;kVArh;Gevalideerd;
14-01-2026;00:00:00;15-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2976,050;kWh;Gevalideerd;
14-01-2026;00:00:00;15-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;615,450;kWh;Gevalideerd;
14-01-2026;00:00:00;15-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;771,527;kVArh;Gevalideerd;
14-01-2026;00:00:00;15-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;82,775;kVArh;Gevalideerd;
14-01-2026;00:00:00;15-01-2026;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2322,925;kVArh;Gevalideerd;
